user,text,sentiment_label,sentiment_score
,"Kualitas Suara: bass bagus
Desain: modern
Daya Tahan: tahan sedang diproses pencobaan
Lucu imut bentuk nya untuk ponakan main game, moga aj awet batre nya, rekomen deh untuk hrg sgtu barang nya bagus. Thanks seller",LABEL_0,0.9970566034317017
,"Kualitas Suara: Memiliki suara jernih dan bagus
Desain: lucu ga mengganjel saat pake helm
Fungsi: semua komponen berfungsi dengan baik",LABEL_0,0.995280921459198
,"Kualitas Suara: Bagus
Desain: Mini Bagus
Daya Tahan: Tahan Baterainya
Barang sudah saya terima dalam keadaan tersegel. Barang bagus seperti kepunyaan saya yg pertama beli Baseus. Thx ya juragan !!! Wassallam",LABEL_0,0.9665437340736389
i*****_,"Kualitas Suara: bass bagusss
Desain: menarik
Fungsi: bekerja dengan baik sesuai deskripsi
sesua ekspektasi banget 😍😍😍 pengiriman juga cepet, amanah banget, semoga aweeet 🥰 yang dikirim juga sesuai 😍😍😍",LABEL_0,0.9920229911804199
r*****1,"Desain: imupp spt diriku
Daya Tahan: lamaaa
keren sih ini, baterainya bener-bener awet. dari awal dateng sampe sekarang belum di cas sama sekali, suaranya juga oke banget. dapet harga diskon jadi 125 ribu 😩🫶🏻",LABEL_0,0.9922125935554504
,Kecepatan pengemasan dan pengiriman sangat baik. Barang sampai dengan aman. Thanks! 🤍,LABEL_0,0.9871594905853271
a*****5,"Kualitas Suara: bass bagus
Desain: kecil, bonus stiker nya juga lucu
Daya Tahan: semoga tahan lama
Aku udah cari² earphone yg bagus dan akhirnya aku memutuskan buat beli baseus ini, karena katanya baterai tahan lama dan awet sampe 2 tahunan, dan setelah aku pake ternyata emang bagus, baterainya tahan lama, semoga awet 2 tahun lebih",LABEL_0,0.995332658290863
,"Kualitas Suara: sangat jernih dan bagus
Desain: lucu dan menarik
Daya Tahan: tahan lama dan sangat handal",LABEL_0,0.9970409274101257
,"Kualitas Suara: bagus
Desain: bagus
Fungsi: baik
Barangnya sudah sampai sesuai dengan pesanan. Kualitas suaranya juga bagus. Packing aman dan rapi. Pengiriman juga cepat. Terimakasih",LABEL_0,0.9816814064979553
,"Kualitas Suara: sangat jernih, bas nya oke banget
Desain: lucu dan menarik
awet banget bisa seminggu ngga dicas",LABEL_0,0.9980731010437012
,"Kualitas Suara: jernih
Desain: lucu
pengemasan aman, barang lengkap, dapat stiker juga, warnanya gemesh pol. suaranya jernih dan bassnya oke, nyaman dipakai, minusnya cuma yang sisi kanan cepet banget habis baterai:(",LABEL_0,0.9974033236503601
n*****i,"Kualitas Suara: Suara jernih
Desain: Kecil sangat mudah di bawa kemana mana
Fungsi: Berfungsi dengan baik
Barangnya bagus, dapat stiker lucu di dalam boxnya",LABEL_0,0.9969610571861267
a*****i,"Kualitas Suara: bagus
Desain: menarik
Fungsi: bekerja dengan baik
suka banget warnanya dan suaranya bagus. semoga awet. lengkap",LABEL_0,0.9973660111427307
e*****a,"Kualitas Suara: memuaskan
Desain: menarik dan cantik
Daya Tahan: tahan lama
suara epic, kurang ngebass, tapi yang bikin kaget awet banget, bisa pemakaian 5 jam lebih, good job!👏🏻",LABEL_0,0.9861607551574707
,"Berfungsi dengan baik, packagingnya mini dan ringan jadi enak dibawa kemana aja",LABEL_0,0.9970024228096008
,bagus sesuai dengan pesanan semuanya yang dipesan sangat sesuai dengan yang di harapkan twsnya juga bagus ada pilihan budsnya juga,LABEL_0,0.9950312376022339
r*****f,"Kualitas Suara: bagus
beli tws ini lagi soalnya yg sebelumnya ilang sebelah, ternyata udh rebranding dan ganti nama jadi baseus bowie, tadinya mau beli warna kuning lagi tapi ternyata yg sekarang variasi warnanya lebih sedikit, jujur aja packaging produknya lebih bagus yang sebelumnya soalnya lebih kokoh gt dan kerasa lebih premium, isinya sama aja sih sebenernya dapet stiker juga, cuma yg dulu isinya lebih dikit ada 4 stiker dan lebih polos dibanding yg sekarang

pas dicobain sih sama aja ya suaranya cuma pas hari pertama make tws yg kiri agak bermasalah gt suaranya kaya ga keluar bbrp kali, tp udh aman sih dan semoga kedepannya gaad masalah sm tws nya",LABEL_0,0.605701744556427
,"Kualitas Suara: mantap
Desain: keren
Daya Tahan: tahan lama
suara mantap, desain dan tampilan keren 
lucuuu",LABEL_0,0.9976231455802917
c*****6,"Kualitas Suara: mantapp
Desain: simple elegan
Fungsi: berfungsi dengan baik
Kedua kalinya beli produk baseus karena kualitas bass dan suaranya favorite bgt, beli lagi karena yang sebelumnya ilang entah kemana wk :”)",LABEL_0,0.993103563785553
j*****l,"Kualitas Suara: MANTAP
Desain: Lucu imut
Daya Tahan: Tahan lama
Barangnya datang dengan packingan yang baik dan rapi, ya pokoknya mantap deh baseus mah, bas nya nampol",LABEL_0,0.998276948928833
m*****j,"Kualitas Suara: bagus jernih
Kualitas: baik
Keseluruhan: bagus dan memuaskan
oke banget, bisa digunakan dengan baik",LABEL_0,0.9964248538017273
j*****e,"Kualitas Suara: Bagus & Cukup Jenih
Desain: Simple & Menarik
Yeay +
● Harga terjangkau
● Kualitas Baik
● Warna menarik
● Batre awet dan tahan lama
● Ringan dan gampang di bawa",LABEL_0,0.9839562773704529
m*****a,"Kualitas Suara: jernih
Desain: menarik
Daya Tahan: semoga tahan lama
Packingnya rapi, aman. Semoga awet deh",LABEL_0,0.9970542192459106
,"Kualitas Suara: jernih bgt
Desain: bagus, mungil lucu bgt pinkyy
Fungsi: overall oke sih",LABEL_0,0.9960250854492188
,"Kualitas Suara: jernih dan bagus
Desain: mungil
Daya Tahan: tahan lama
Desain unik dan suara jernih",LABEL_0,0.9930088520050049
f*****_,"Kualitas Suara: suara jernih & ngebass
Desain: classic & keren
Fungsi: berkeja dengan baik",LABEL_0,0.9958435893058777
,"Kualitas Suara: bass mantap bisa di atur di apk
Desain: mini pas di telinga
Fungsi: berfungsi dengan baik sesuai deskripsi
Baru kali ini punya tws bagus batre tahan lama, bass mantap bisa diatur sesuka hati pakai apk khusus baseus. Pokoknya mantap lahh 😁😁😁",LABEL_0,0.9956129789352417
a*****8,Berfungsi dengan Sa Gat baik. Udh teruji sejak punya tmnku. Lucu banget warna pink nya kayak kue,LABEL_0,0.9951719641685486
d*****i,"Desain: bagus, keren, lucu, cantik.
Daya Tahan: awet, tahan lama semoga awet yaaa..
Kualitas Suara: mantap dan jernih
Lucu banget barang datang sesuai pesanan warna nya cantik lucu banget semoga awet ya..",LABEL_0,0.9974495768547058
r*****w,"Kualitas Suara: Mantap ngebass
Desain: Simple
Daya Tahan: Lama
Ini TWS keduaku dari Baseus💖 yang pertama masih bagus udah setahun dan awet bgt seminggu gak di cas juga masih nyala. Semoga yg ini juga sama awetnya dan lebih bagus karna udh upgrade.",LABEL_0,0.9940633177757263
,"Kualitas Suara: okee bgt
Desain: compact, kecil
Daya Tahan: baterai okee
SURPRISINGLY DIA WORTH THE VIRALL, desainya compact cantik,
 eartipnya juga pas bgt di akuu kalo make ini hrs bnr2 mastiin gabakl di panggil2 soalnya dia rada kedap suara kwkw semoga awet",LABEL_0,0.9966525435447693
,"Kualitas Suara: jernih
Desain: lucu
Daya Tahan: handal
Pengiriman barang cepat 
Respon penjual ramah 
Pengiriman barang cepat",LABEL_0,0.9946064352989197
m*****p,"Kualitas Suara: Lumayan
Desain: Bagus
Daya Tahan: Tahan lama
Untuk suara lumayan hanya kurang keras dengan harga segini bagus. Desain menarik, kecil, dan simpel. Pilihan warna juga banyak. Dalam satu dus ada TWS, kabel type C, dan dua pasang buds. Pengiriman cepat serta pengemasan aman dengan bubble wrap tebal.",LABEL_0,0.9920201897621155
,"Kualitas Suara: lumayann
Desain: lucuu mungill
Lucuu bgt twsnyaaa🥰sblmnya pake blackshark punya suamii cumaa kurang sukaa,trs beli baseus karna enakk bgt buat running g gampang jatohhh🥰",LABEL_0,0.920791745185852
,"Kualitas Suara: bagus
Fungsi: dapat digunakan
bagus banget",LABEL_0,0.9954882264137268
u*****_,"Kualitas Suara: jernih
Desain: minimalis
Fungsi: bagus
Batre hemat mudah terkoneksi dan tidak sakit kalo dipake lama",LABEL_0,0.9930949211120605
v*****a,"Kualitas Suara: ok
Desain: ok
Daya Tahan: ok
Terima kasih banyak atas packagingnya super aman dan barang sudah sampai dengan lengkap dan sesuai dengan ekspektasi saya.",LABEL_0,0.9952830672264099
q*****h,"Kualitas Suara: jernih
Desain: lucuu warna pinknya soft
Daya Tahan: baseus tahan lama bgt kmrn setahun lebih pemakaian aman aman aja, beli lagi karena hilang satu 🙂",LABEL_0,0.8631381392478943
,"Kualitas Suara: suara jernih
Desain: cute
Fungsi: so far bagus semua
buagus poll dari segi design, kalo ketemu orang sll dipuji soalnya warnanya cantik... 
tapi kadang suara suka delay",LABEL_0,0.9971882700920105
a*****a,"Kualitas Suara: sangat memuaskan
Desain: lucu dan menarik
Daya Tahan: belum tau
Nyaman dipakai, suaranya juga okee, warna pinknya lucu parahhh 🩷🩷🩷",LABEL_0,0.9884716272354126
f*****y,"Kualitas Suara: bagus, jernih
Desain: lucu
Daya Tahan: tahan lama
pengiriman cepat, packaging bagus, rekomendasi dr teman kualitas bagus",LABEL_0,0.9972112774848938
,"Magnetnya kuat, tampilan cakep, cuma suaranya aja kurang jernih sama suaranya kurang kedengeran padahal volume udah gede. Overall 8.5/10",LABEL_0,0.5991633534431458
,"Kualitas Suara: oke
Desain: imut
Daya Tahan: semoga awet
Rekom dari yg udah pake duluan..lumayan lah suaranya..sesuai harga..design imut, warna lucu...semoga awet..makasih",LABEL_0,0.995469331741333
h*****i,"Kualitas Suara: bagus ngebass
Desain: lucuu ringkas
Daya Tahan: baterai awet
kualitas bagus suara jernih ketahanan baterai juga lama",LABEL_0,0.9895551204681396
p*****a,"Kualitas Suara: suara jernih
Desain: bagus
Fungsi: berfungsi baik
warnanya bagus, desainnya lucu. berfungsi dengan baik",LABEL_0,0.9950354099273682
z*****h,"Kualitas Suara: bagus
Desain: lucuu
Daya Tahan: tahan lama
baguss desainnya lucu, ga sakit di telinga meskipun pakennya lama, suaranya bagus, kalo dipake buat video tiktok memang agak sedikit delay sih tapi ga masalah, sekali cas bisa tahan sampe 4 hari kalo seharinya dipake selama -+ 8 jam",LABEL_0,0.9952697157859802
y*****i,"Kualitas Suara: belum dicoba, semoga awet
Desain: lucu dan sesuai gambar
Daya Tahan: semoga awet",LABEL_0,0.988972008228302
s*****i,"Kualitas Suara: bagus
Desain: elegan
Daya Tahan: good
Alhamdulillah paket udah sampai dengan selamat, semoga bertahan lama agar kembali berlangganan disini",LABEL_0,0.9888429641723633
l*****h,"Kualitas Suara: baik
Desain: lucu
Daya Tahan: mantap
thanks. berfungsi dengan baik. ngebass juga ko (aku ga terllau ngerti perheadsetan). semoga awet",LABEL_0,0.9875353574752808
,"Kualitas Suara: bagus
Desain: kecil, terus nyaman dipake juga
Daya Tahan: awet
di konten orang orang sih awet nya awet BGT ya, cuman udh beberapa hari kupake mayan cepet juga habis nya, TAPI JUJUR BAGUS SI HEHE",LABEL_0,0.9961779117584229
,"Kualitas Suara: Suara sangat jelas & jernih
Desain: sangat menarik
Daya Tahan: sudah berapa kali pakai brand ini dan kualitas sangat bagus",LABEL_0,0.9973143935203552
,"Desain: keren dan modern
Daya Tahan: tahan lamaa
Kualitas Suara: sangat memuaskan
barangnya oke dan sesuai, suara mantap, warnanya ungu, lucuu, semoga tahan lama dan awet",LABEL_0,0.9977245926856995
m*****j,"Kualitas Suara: 100
Desain: 100
Daya Tahan: 100
bagus banget produknya udah kali beli di sini dan selalu memuaskan konsumen suka banget di sini murah trus juga ori buat kalian yang masih ragu boleh langsung pesen aja ga usah ragu lagi debes pokoknya top markotop",LABEL_0,0.9977689981460571
k*****p,"Kualitas Suara: sangat sesuai
Desain: sesuai dengan foto
Daya Tahan: tahan lama
Barang sesuai dengan foto, suaranya jernih, tahan beberapa hari walaupun belum di cas",LABEL_0,0.9926862716674805
r*****_,"Kualitas Suara: jernih tapi kalo aku kurang besar suaranya
Desain: kecil, lucu, elegant
Fungsi: berfungsi baik
worthh itt, tidak mengecewakann belii inii😍🫶🏻",LABEL_0,0.9895296692848206
_*****3,"Kualitas Suara: jernih dan jelas
Desain: minimalis
Daya Tahan: tahan lama
Tidak nge bass tp suaranya jernih dan jelas. Pesanannya sesuai gambar dan bagus",LABEL_0,0.996712327003479
s*****_,"Kualitas Suara: bass nya enak banget
Desain: lucu, mungil dan menarik
Daya Tahan: tahan lama dan sangat handal
Terimakasih kak, paketnya sudah sampai. Dan sangat rekomend buat yang mau beli, nggak bakalan nyesal💕",LABEL_0,0.9977021813392639
a*****1,"Kualitas Suara: Jernih
Desain: keren
Fungsi: Berfungsi dengan baik",LABEL_0,0.9935228824615479
,"Kualitas Suara: suara jernih
Desain: bagus simple
Fungsi: berfungsi dg baik
Suka banget dg produk ini. Simple dan lucu.",LABEL_0,0.9976485371589661
,"Kualitas Suara: oke
Desain: menarik
Daya Tahan: belum dicoba
Terimakasih seller, sempet bingung konek in ke hape, ternyata segel plastik nya belum dibuka..",LABEL_1,0.5498735308647156
,"Kualitas Suara: enak
Desain: menarik
Daya Tahan: lama
Suara kurang ngebass jadi klo buat dengerin lagu b aja. Cuman klo buat meeting enak banget, suara jelas banget",LABEL_0,0.9969629645347595
a*****h,"Kualitas Suara: Baik
Desain: Menarik
Daya Tahan: Baik
Bass ny bagus bgt terus batre nya bener bener awet 😭 semoga jangka pemakaian nya lama juga semoga awet",LABEL_0,0.9372615218162537
,"Kualitas Suara: biasa
Desain: imut dan lucu
Daya Tahan: kurang tau baru datang
Menurut q sih bass nya kurang. Tpi brang dtang tidak cacat . Bagus modelnya imut. Q suka",LABEL_0,0.9971746206283569
f*****4,"Kualitas Suara: belum dicoba
Kualitas: sangat memuaskan
Keseluruhan: pengirimannya sangat cepat, barang sampai dengan selamat dan tanpa ada kecacatan produk",LABEL_0,0.9939175248146057
e*****a,"Kualitas Suara: bagus
Desain: iih imutt lucu pink gemes
Daya Tahan: belum dicoba
baguss kayaknya",LABEL_0,0.9939246773719788
d*****r,"Kualitas Suara: suara jernih
Desain: desainnya matte
Daya Tahan: ini beli yg ketiga kalo merk baseus. Udh dibandingkan wm02 lbh suka yng ini.",LABEL_0,0.9911057353019714
n*****9,"Kualitas Suara: manyapppp
Desain: kerrn
Daya Tahan: sejauh ini aman
Dapat stiker lucu buat ditempel tempel, type c",LABEL_1,0.7530757784843445
s*****8,"Kualitas Suara: jernih
Desain: lucu
Daya Tahan: belum dicoba dipakai lama
kualitas suara jernih 
buat call juga jelas, meskipun pakai jilbab suara tetap jernih 
lebih praktis krna bisa disambung ke handphone",LABEL_0,0.9934216141700745
q*****a,MAKASIHH... PAKETNYA CEPET BGT ASELI DATENGNYA N KUALITAS BASEUS GAUSAH DIRAGUIN LAGII,LABEL_0,0.9956337809562683
i*****i,"Kualitas Suara: jernih
Desain: kecil, lucu, pas di kuping. ga gampang jatoh
Daya Tahan: tahan lama banget
Worth the money! Saran: atur output suara di aplikasinya biar lebih oke.",LABEL_0,0.961649477481842
i*****o,"Kualitas Suara: BAGUS BGT
Desain: simple
Daya Tahan: AWET BANGET BANGET
Kemarin punya saya hilang jadi beli baru, worth it banget",LABEL_0,0.9964708089828491
,"Kualitas Suara: bagus
Desain: keren
Daya Tahan: tahan lama
Baiklah bagus. Terima kasih🙏 nyaman dipakai.  Baseus terbaik.",LABEL_0,0.9910798668861389
,"Kualitas Suara: baik dan jernih
Desain: modern
Fungsi: sesuai deskripsi, oke banget
Terima kasih ya seller, produk original, pengiriman juga cepat.",LABEL_0,0.9965986609458923
s*****n,"Kualitas Suara: baik
Desain: simpel
Fungsi: baik
Hadiah buat papa aku, papa pakai trus sangking sukanya. Sebelumnya beli buat aku sendiri makanya repurchase buat kasih ke papa",LABEL_0,0.6493807435035706
,"Kualitas Suara: gak tau, mungkin karena masi baru atau emang saya masi gak tau pemakaiannya jadi suaranya kurang kenceng, tapi bas nya lumayan
Desain: bagus kayak kue bugis🤤
Fungsi: baik",LABEL_0,0.9349842071533203
d*****_,"Kualitas Suara: kenceng
Desain: agak kegedean
Daya Tahan: baterai awet di charge juga cepet
overall suka banget cuma kadang reconnecting sendiri sama kegedean aja jadi kalo buat tidur ganjel",LABEL_0,0.9901262521743774
,"Kualitas Suara: jernih
Desain: imut
Daya Tahan: katanya tahan lama sih, belum dites",LABEL_0,0.9820811152458191
,"Kualitas Suara: Agak kecil tapi masih oke
Desain: agak sulit dibuka dan engsel rapuh
Fungsi: Oke banget tws dengan harga segini",LABEL_0,0.7654097676277161
m*****a,"Kualitas Suara: yang dihasilkan jernih dan memuaskan
Desain: lucu dan menarik
Daya Tahan: tahan lama
mantap produk ori berfungsi dengan baik",LABEL_0,0.9955832362174988
